(-54.3, 7.7)
(-54.3, 7.8)
(-54.3, 7.9)
(-54.3, 8.0)
(-54.4, 8.1)
(-54.4, 8.2)
(-54.4, 8.3)
(-54.4, 8.4)
(-54.5, 8.5)
(-54.5, 8.6)
(-54.5, 8.7)
(-54.5, 8.8)
(-54.5, 8.9)
(-54.5, 9.0)
(-54.5, 9.1)
(-54.5, 9.2)
(-54.5, 9.3)
(-54.5, 9.4)
(-54.5, 9.5)
(-54.5, 9.6)
(-54.5, 9.7)
(-54.5, 9.8)
(-54.5, 9.9)
(-54.5, 10.0)
(-54.5, 10.1)
(-54.5, 10.2)
(-54.5, 10.3)
(-54.5, 10.4)
(-54.5, 10.5)
(-54.5, 10.6)
(-54.5, 10.7)
(-54.5, 10.8)
(-54.5, 10.9)
(-54.5, 11.0)
(-54.5, 11.1)
(-54.5, 11.2)
(-54.5, 11.3)
(-54.5, 11.4)
(-54.5, 11.5)
(-54.5, 11.6)
(-54.5, 11.7)
(-54.5, 11.8)
(-54.5, 11.9)
(-54.5, 12.0)
(-54.5, 12.1)
(-54.5, 12.2)
(-54.5, 12.3)
(-54.5, 12.4)
(-54.5, 12.5)
(-54.5, 12.6)
(-54.5, 12.7)
(-54.5, 12.8)
(-54.5, 12.9)
(-54.5, 13.0)
(-54.5, 13.1)
(-54.5, 13.2)
(-54.5, 13.3)
(-54.5, 13.4)
(-54.5, 13.5)
(-54.5, 13.6)
(-54.5, 13.7)
(-54.5, 13.8)
(-54.5, 13.9)
(-54.5, 14.0)
(-54.5, 14.1)
(-54.5, 14.2)
(-54.5, 14.3)
(-54.5, 14.4)
(-54.5, 14.5)
(-54.5, 14.6)
(-54.5, 14.7)
(-54.5, 14.8)
(-54.5, 14.9)
(-54.5, 15.0)
(-54.5, 15.1)
(-54.5, 15.2)
(-54.5, 15.3)
(-54.5, 15.4)
(-54.5, 15.5)
(-54.5, 15.6)
(-54.5, 15.7)
(-54.5, 15.8)
(-54.5, 15.9)
(-54.5, 16.0)
(-54.5, 16.1)
(-54.5, 16.2)
(-54.5, 16.3)
(-54.5, 16.4)
(-54.5, 16.5)
(-54.5, 16.6)
(-54.5, 16.7)
(-54.5, 16.8)
(-54.5, 16.9)
(-54.5, 17.0)
(-54.5, 17.1)
(-54.5, 17.2)
(-54.5, 17.3)
(-54.5, 17.4)
(-54.5, 17.5)
(-54.5, 17.6)
(-54.5, 17.7)
(-54.5, 17.8)
(-54.5, 17.9)
(-54.5, 18.0)
(-54.5, 18.1)
(-54.5, 18.2)
(-54.5, 18.3)
(-54.5, 18.4)
(-54.5, 18.5)
(-54.5, 18.6)
(-54.5, 18.7)
(-54.5, 18.8)
(-54.5, 18.9)
(-54.5, 19.0)
(-54.5, 19.1)
(-54.5, 19.2)
(-54.5, 19.3)
(-54.5, 19.4)
(-54.5, 19.5)
(-54.5, 19.6)
(-54.5, 19.7)
(-54.5, 19.8)
(-54.5, 19.9)
(-54.5, 20.0)
(-54.5, 20.1)
(-54.5, 20.2)
(-54.5, 20.3)
(-54.5, 20.4)
(-54.5, 20.5)
(-54.5, 20.6)
(-54.5, 20.7)
(-54.5, 20.8)
(-54.5, 20.9)
(-54.5, 21.0)
(-54.5, 21.1)
(-54.5, 21.2)
(-54.5, 21.3)
(-54.5, 21.4)
(-54.5, 21.5)
(-54.5, 21.6)
(-54.5, 21.7)
(-54.5, 21.8)
(-54.5, 21.9)
(-54.5, 22.0)
(-54.5, 22.1)
(-54.5, 22.2)
(-54.5, 22.3)
(-54.5, 22.4)
(-54.5, 22.5)
(-54.5, 22.6)
(-54.5, 22.7)
(-54.5, 22.8)
(-54.5, 22.9)
(-54.5, 23.0)
(-54.5, 23.1)
(-54.5, 23.2)
(-54.5, 23.3)
(-54.5, 23.4)
(-54.5, 23.5)
(-54.5, 23.6)
(-54.5, 23.7)
(-54.5, 23.8)
(-54.5, 23.9)
(-54.5, 24.0)
(-54.5, 24.1)
(-54.5, 24.2)
(-54.5, 24.3)
(-54.5, 24.4)
(-54.5, 24.5)
(-54.5, 24.6)
(-54.5, 24.7)
(-54.5, 24.8)
(-54.5, 24.9)
(-54.5, 25.0)
(-54.5, 25.1)
(-54.5, 25.2)
(-54.5, 25.3)
(-54.5, 25.4)
(-54.5, 25.5)
(-54.5, 25.6)
(-54.5, 25.7)
(-54.5, 25.8)
(-54.5, 25.9)
(-54.5, 26.0)
(-54.5, 26.1)
(-54.5, 26.2)
(-54.5, 26.3)
(-54.5, 26.4)
(-54.5, 26.5)
(-54.5, 26.6)
(-54.5, 26.7)
(-54.5, 26.8)
(-54.5, 26.9)
(-54.5, 27.0)
(-54.5, 27.1)
(-54.5, 27.2)
(-54.5, 27.3)
(-54.5, 27.4)
(-54.5, 27.5)
(-54.5, 27.6)
(-54.5, 27.7)
(-54.5, 27.8)
(-54.5, 27.9)
(-54.5, 28.0)
(-54.5, 28.1)
(-54.5, 28.2)
(-54.5, 28.3)
(-54.5, 28.4)
(-54.5, 28.5)
(-54.5, 28.6)
(-54.5, 28.7)
(-54.5, 28.8)
(-54.5, 28.9)
(-54.5, 29.0)
(-54.5, 29.1)
(-54.5, 29.2)
(-54.5, 29.3)
(-54.5, 29.4)
(-54.5, 29.5)
(-54.5, 29.6)
(-54.5, 29.7)
(-54.5, 29.8)
(-54.5, 29.9)
(-54.5, 30.0)
(-54.5, 30.1)
(-54.5, 30.2)
(-54.5, 30.3)
(-54.5, 30.4)
(-54.5, 30.5)
(-54.5, 30.6)
(-54.5, 30.7)
(-54.5, 30.8)
(-54.5, 30.9)
(-54.5, 31.0)
(-54.5, 31.1)
(-54.5, 31.2)
(-54.5, 31.3)
(-54.5, 31.4)
(-54.5, 31.5)
(-54.5, 31.6)
(-54.5, 31.7)
(-54.5, 31.8)
(-54.5, 31.9)
*(-54.5, 32.0)
(-54.5, 32.1)
(-54.5, 32.2)
(-54.5, 32.3)
(-54.5, 32.4)
(-54.5, 32.5)
(-54.5, 32.6)
(-54.5, 32.7)
(-54.5, 32.8)
(-54.5, 32.9)
(-54.5, 33.0)
(-54.5, 33.1)
(-54.5, 33.2)
(-54.5, 33.3)
(-54.5, 33.4)
(-54.5, 33.5)
(-54.5, 33.6)
(-54.5, 33.7)
(-54.5, 33.8)
(-54.5, 33.9)
(-54.5, 34.0)
(-54.6, 34.1)
(-54.6, 34.1)
(-54.5, 34.0)
(-54.4, 34.0)
(-54.3, 34.0)
(-54.2, 34.0)
(-54.1, 34.0)
(-54.0, 34.0)
(-53.9, 34.0)
(-53.8, 34.0)
(-53.7, 34.0)
(-53.6, 34.0)
(-53.5, 34.0)
(-53.4, 34.0)
(-53.3, 3.0)
(-53.2, 33.9)
(-53.1, 33.9)
*(-53.0, 34.0)
(-52.9, 34.0)
(-52.8, 34.0)
(-52.7, 34.0)
(-52.6, 34.0)
(-52.5, 34.0)
(-52.4, 34.0)
(-52.3, 34.0)
(-52.2, 34.0)
(-52.1, 34.0)
(-52.0, 34.0)
(-51.9, 34.0)
(-51.8, 34.0)
(-51.7, 34.0)
(-51.6, 34.0)
(-51.5, 34.0)
(-51.4, 34.0)
(-51.3, 34.0)
(-51.2, 34.0)
(-51.1, 34.0)
(-51.0, 34.0)
(-50.9, 34.0)
(-50.8, 34.0)
(-50.7, 34.0)
(-50.6, 34.0)
(-50.5, 34.0)
(-50.4, 34.0)
(-50.3, 34.0)
(-50.2, 34.0)
(-50.1, 34.0)
(-50.0, 34.0)
(-49.9, 34.0)
(-49.8, 34.0)
(-49.7, 34.0)
(-49.6, 34.0)
(-49.5, 34.0)
(-49.4, 34.0)
(-49.3, 34.0)
(-49.2, 34.0)
(-49.1, 34.0)
(-49.0, 34.0)
(-48.9, 34.0)
(-48.8, 34.0)
(-48.7, 34.0)
(-48.6, 34.0)
(-48.5, 34.0)
(-48.4, 34.0)
(-48.3, 34.0)
(-48.2, 34.0)
(-48.1, 34.0)
(-48.0, 34.0)
(-47.9, 34.0)
(-47.8, 34.0)
(-47.7, 34.0)
(-47.6, 34.0)
(-47.5, 34.0)
(-47.4, 34.0)
(-47.3, 34.0)
(-47.2, 34.0)
(-47.1, 34.0)
(-47.0, 34.0)
(-46.9, 34.0)
(-46.8, 34.0)
(-46.7, 34.0)
(-46.6, 34.0)
(-46.5, 34.0)
(-46.4, 34.0)
(-46.3, 34.0)
(-46.2, 34.0)
(-46.1, 34.0)
(-46.0, 34.0)
(-45.9, 34.0)
(-45.8, 34.0)
(-45.7, 34.0)
(-45.6, 34.0)
(-45.5, 34.0)
(-45.4, 34.0)
(-45.3, 34.0)
(-45.2, 34.0)
(-45.1, 34.0)
(-45.0, 34.0)
(-44.9, 34.0)
(-44.8, 34.0)
(-44.7, 34.0)
(-44.6, 34.0)
(-44.5, 34.0)
(-44.4, 34.0)
(-44.3, 34.0)
(-44.2, 34.0)
(-44.1, 34.0)
(-44.0, 34.0)
(-43.9, 34.0)
(-43.8, 34.0)
(-43.7, 34.0)
(-43.6, 34.0)
(-43.5, 34.0)
(-43.4, 34.0)
(-43.3, 34.0)
(-43.2, 34.0)
(-43.1, 34.0)
(-43.0, 34.0)
(-42.9, 34.0)
(-42.8, 34.0)
(-42.7, 34.0)
(-42.6, 34.0)
(-42.5, 34.0)
(-42.4, 34.0)
(-42.3, 34.0)
(-42.2, 34.0)
(-42.1, 34.0)
(-42.0, 34.0)
(-41.9, 34.0)
(-41.8, 34.0)
(-41.7, 34.0)
(-41.6, 34.0)
(-41.5, 34.0)
(-41.4, 34.0)
(-41.3, 34.0)
(-41.2, 34.0)
(-41.1, 34.0)
(-41.0, 34.0)
(-40.9, 34.0)
(-40.8, 34.0)
(-40.7, 34.0)
(-40.6, 34.0)
(-40.5, 34.0)
(-40.4, 34.0)
(-40.3, 34.0)
(-40.2, 34.0)
(-40.1, 34.0)
(-40.0, 34.0)
(-39.9, 34.0)
(-39.8, 34.0)
(-39.7, 34.0)
(-39.6, 34.0)
(-39.5, 34.0)
(-39.4, 34.0)
(-39.3, 34.0)
(-39.2, 34.0)
(-39.1, 34.0)
(-39.0, 34.0)
(-38.9, 34.0)
(-38.8, 34.0)
(-38.7, 34.0)
(-38.6, 34.0)
(-38.5, 34.0)
(-38.4, 34.0)
(-38.3, 34.0)
(-38.2, 34.0)
(-38.1, 34.0)
(-38.0, 34.0)
(-37.9, 34.0)
(-37.8, 34.0)
(-37.7, 34.0)
(-37.6, 34.0)
(-37.5, 34.0)
(-37.4, 34.0)
(-37.3, 34.0)
(-37.2, 34.0)
(-37.1, 34.0)
(-37.0, 34.0)
(-36.9, 34.0)
(-36.8, 34.0)
(-36.7, 34.0)
(-36.6, 34.0)
(-36.5, 34.0)
(-36.4, 34.0)
(-36.3, 34.0)
(-36.2, 34.0)
(-36.1, 34.0)
(-36.0, 34.0)
(-35.9, 34.0)
(-35.8, 34.0)
(-35.7, 34.0)
(-35.6, 34.0)
(-35.5, 34.0)
(-35.4, 34.0)
(-35.3, 34.0)
(-35.2, 34.0)
(-35.1, 34.0)
(-35.0, 34.0)
(-34.9, 34.0)
(-34.8, 34.0)
(-34.7, 34.0)
(-34.6, 34.0)
(-34.5, 34.0)
(-34.4, 34.0)
(-34.3, 34.0)
(-34.2, 34.0)
(-34.1, 34.0)
(-34.0, 34.0)
(-33.9, 34.0)
(-33.8, 34.0)
(-33.7, 34.0)
(-33.6, 34.0)
(-33.5, 34.0)
(-33.4, 34.0)
(-33.3, 34.0)
(-33.2, 34.0)
(-33.1, 34.0)
(-33.0, 34.0)
(-32.9, 34.0)
(-32.8, 34.0)
(-32.7, 34.0)
(-32.6, 34.0)
(-32.5, 34.0)
(-32.4, 34.0)
(-32.3, 34.0)
(-32.2, 34.0)
(-32.1, 34.0)
(-32.0, 34.0)
(-31.9, 34.0)
(-31.8, 34.0)
(-31.7, 34.0)
(-31.6, 34.0)
(-31.5, 34.0)
(-31.4, 34.0)
(-31.3, 34.0)
(-31.2, 34.0)
(-31.1, 34.0)
(-31.0, 34.0)
(-30.9, 34.0)
(-30.8, 34.0)
(-30.7, 34.0)
(-30.6, 34.0)
(-30.5, 34.0)
(-30.4, 34.0)
(-30.3, 34.0)
(-30.2, 34.0)
(-30.1, 34.0)
(-30.0, 34.0)
(-29.9, 34.0)
(-29.8, 34.0)
(-29.7, 34.0)
(-29.6, 34.0)
(-29.5, 34.0)
(-29.4, 34.0)
(-29.3, 34.0)
(-29.2, 34.0)
(-29.1, 34.0)
(-29.0, 34.0)
(-28.9, 34.0)
(-28.8, 34.0)
(-28.7, 34.0)
(-28.6, 34.0)
(-28.5, 34.0)
(-28.4, 34.0)
(-28.3, 34.0)
(-28.2, 34.0)
(-28.1, 34.0)
(-28.0, 34.0)
(-27.9, 34.0)
(-27.8, 34.0)
(-27.7, 34.0)
(-27.6, 34.0)
(-27.5, 34.0)
(-27.4, 34.0)
(-27.3, 34.0)
(-27.2, 34.0)
(-27.1, 34.0)
(-27.0, 34.0)
(-26.9, 34.0)
(-26.8, 34.0)
(-26.7, 34.0)
(-26.6, 34.0)
(-26.5, 34.0)
(-26.4, 34.0)
(-26.3, 34.0)
(-26.2, 34.0)
(-26.1, 34.0)
(-26.0, 34.0)
(-25.9, 34.0)
(-25.8, 34.0)
(-25.7, 34.0)
(-25.6, 34.0)
(-25.5, 34.0)
(-25.4, 34.0)
(-25.3, 34.0)
(-25.2, 34.0)
(-25.1, 34.0)
(-25.0, 34.0)
(-24.9, 34.0)
(-24.8, 34.0)
(-24.7, 34.0)
(-24.6, 34.0)
(-24.5, 34.0)
(-24.4, 34.0)
(-24.3, 34.0)
(-24.2, 34.0)
(-24.1, 34.0)
(-24.0, 34.0)
(-23.9, 34.0)
(-23.8, 34.0)
(-23.7, 34.0)
(-23.6, 34.0)
(-23.5, 34.0)
(-23.4, 34.0)
(-23.3, 34.0)
(-23.2, 34.0)
(-23.1, 34.0)
(-23.0, 34.0)
(-22.9, 34.0)
(-22.8, 34.0)
(-22.7, 34.0)
(-22.6, 34.0)
(-22.5, 34.0)
(-22.4, 34.0)
(-22.3, 34.0)
(-22.2, 34.0)
(-22.1, 34.0)
(-22.0, 34.0)
(-21.9, 34.0)
(-21.8, 34.0)
(-21.7, 34.0)
(-21.6, 34.0)
(-21.5, 34.0)
(-21.4, 34.0)
(-21.3, 34.0)
(-21.2, 34.0)
(-21.1, 34.0)
(-21.0, 34.0)
(-20.9, 34.0)
(-20.8, 34.0)
(-20.7, 34.0)
(-20.6, 34.0)
(-20.6, 34.0)
(-20.6, 33.9)
(-20.6, 33.8)
(-20.6, 33.7)
(-20.6, 33.6)
(-20.6, 33.5)
(-20.6, 33.4)
(-20.6, 33.3)
(-20.6, 33.2)
(-20.6, 33.1)
(-20.6, 33.0)
(-20.6, 32.9)
(-20.6, 32.8)
(-20.6, 32.7)
(-20.5, 32.6)
(-20.4, 32.5)
(-20.3, 32.4)
(-20.2, 32.3)
(-20.2, 32.2)
(-20.2, 32.1)
(-20.2, 32.0)
(-20.2, 31.9)
(-20.2, 31.8)
(-20.2, 31.7)
(-20.2, 31.6)
(-20.2, 31.5)
(-20.2, 31.4)
(-20.2, 31.3)
(-20.2, 31.2)
(-20.2, 31.1)
(-20.2, 31.0)
(-20.2, 30.9)
(-20.2, 30.8)
(-20.2, 30.7)
(-20.2, 30.6)
(-20.2, 30.5)
(-20.2, 30.4)
(-20.2, 30.3)
(-20.2, 30.2)
(-20.2, 30.1)
(-20.2, 30.0)
(-20.2, 29.9)
(-20.2, 29.8)
(-20.2, 29.7)
(-20.2, 29.6)
(-20.2, 29.5)
(-20.2, 29.4)
(-20.2, 29.3)
(-20.2, 29.2)
(-20.2, 29.1)
(-20.2, 29.0)
(-20.2, 28.9)
(-20.2, 28.8)
(-20.2, 28.7)
(-20.2, 28.6)
(-20.2, 28.5)
(-20.2, 28.4)
(-20.2, 28.3)
(-20.2, 28.2)
(-20.2, 28.1)
(-20.2, 28.0)
(-20.2, 27.9)
